Cấp 1,Cấp 2,Cấp 3,Cấp 4,Cấp 5,Tên ngành VSIC 2018,Từ khóa nhận diện và phân loại gói thầu,Nhóm lĩnh vực phân loại lại,Lĩnh vực chi tiết trong đấu thầu (phân loại lại),
,,,,46203,Bán buôn động vật sống,Động vật sống,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46204,"Bán buôn thức ăn và nguyên liệu làm thức ăn cho gia súc, gia cầm và thủy sản",Thức ăn gia súc,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46209,"Bán buôn nông, lâm sản nguyên liệu khác (trừ gỗ, tre, nứa)",Nồng sản,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,463,,,"Bán buôn lương thực, thực phẩm, đồ uống và sản phẩm thuốc lá, thuốc lào",,,,
,,,4631,46310,"Bán buôn gạo, lúa mỳ, hạt ngũ cốc khác, bột mỳ","Nông sản, gạo, lúa mỳ, hạt ngũ cốc khác, bột mỳ",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,4632,,Bán buôn thực phẩm,Thực phẩm,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46321,Bán buôn thịt và các sản phẩm từ thịt,"Thực phẩm, thịt, thịt chế biến",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46322,Bán buôn thủy sản,"Thực phẩm, thủy sản",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46323,"Bán buôn rau, quả","Thực phẩm, rau củ quả",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46324,Bán buôn cà phê,"Thực phẩm, cà phê",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46325,Bán buôn chè,"Thực phẩm, chè",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46326,"Bán buôn đường, sữa và các sản phẩm sữa, bánh kẹo và các sản phẩm chế biến từ ngũ cốc, bột, tinh bột","Hàng tiêu dùng nhanh, bánh kẹo, sữa, ngũ cốc gói",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46329,Bán buôn thực phẩm khác,Thực phẩm,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,4633,,Bán buôn đồ uống,,,,
,,,,46331,Bán buôn đồ uống có cồn,"Hàng tiêu dùng nhanh, đồ uống có cồn",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46332,Bán buôn đồ uống không có cồn,"Hàng tiêu dùng nhanh, đồ uống không cồn",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,4634,46340,"Bán buôn sản phẩm thuốc lá, thuốc lào","Hàng tiêu dùng nhanh, thuốc lá, thuốc lào",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,464,,,Bán buôn đồ dùng gia đình,,,,
,,,4641,,"Bán buôn vải, hàng may mặc, giày dép","Hàng tiêu dùng nhanh, vải, hàng may mặc, giày dép",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46411,Bán buôn vải,"Vải, sợi, bông",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46412,"Bán buôn thảm, đệm, chăn, màn, rèm, ga trải giường, gối và hàng dệt khác","Cửa, Rèm, Mành",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46413,Bán buôn hàng may mặc,Hàng tiêu dùng nhanh; quần áo thời trang,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46414,Bán buôn giày dép,Hàng tiêu dùng nhanh; giầy dép,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,4649,,Bán buôn đồ dùng khác cho gia đình,"Hàng tiêu dùng nhanh, vali, cặp, túi, ví, hàng da và giả da khác",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46491,"Bán buôn vali, cặp, túi, ví, hàng da và giả da khác","Hàng tiêu dùng nhanh, vali, cặp, túi, ví, hàng da và giả da khác",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46492,Bán buôn dược phẩm và dụng cụ y tế,"Thuốc, dụng cụ y tế",Mua sắm hàng hóa,"Thiết bị, vật tư ngành y tế, thể dục thể thao",
,,,,46493,"Bán buôn nước hoa, hàng mỹ phẩm và chế phẩm vệ sinh",Hàng tiêu dùng nhanh; nước hoa; mỹ phẩm,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46494,"Bán buôn hàng gốm, sứ, thủy tinh",Hàng tiêu dùng nhanh; gốm sứ; thủy tinh,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46495,"Bán buôn đồ điện gia dụng, đèn và bộ đèn điện",Hàng tiêu dùng nhanh,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46496,"Bán buôn giường, tủ, bàn ghế và đồ dùng nội thất tương tự","Nội thất; giường, tủ, bàn ghế, đồ nội thất",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46497,"Bán buôn sách, báo, tạp chí, văn phòng phẩm","văn phòng phẩm; sách, báo, tạp chí, văn phòng phẩm",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46498,"Bán buôn dụng cụ thể dục, thể thao","Hàng tiêu dùng nhanh; dụng cụ thể dục, dụng cụ thể thao",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46499,Bán buôn đồ dùng khác cho gia đình chưa được phân vào đâu,Hàng tiêu dùng nhanh; đồ dùng gia đình,Mua sắm hàng hóa,Mua sắm hàng hóa khác,14/12/2022 đang xem đến đây
,,465,,,"Bán buôn máy móc, thiết bị và phụ tùng máy",,,,
,,,4651,46510,"Bán buôn máy vi tính, thiết bị ngoại vi và phần mềm","Thiết bị công nghệ, phần mềm, máy tính",Mua sắm hàng hóa,"Thiết bị điện tử, viễn thông, công nghệ thông tin",
,,,4652,46520,"Bán buôn thiết bị và linh kiện điện tử, viễn thông","Thiết bị công nghệ, máy tính, phần cứng, máy tính, màn hình, công nghệ thông tin",Mua sắm hàng hóa,"Thiết bị điện tử, viễn thông, công nghệ thông tin",
,,,4653,46530,"Bán buôn máy móc, thiết bị và phụ tùng máy nông nghiệp","Máy móc nông nghiệp, thiết bị nông nghiệp",Mua sắm hàng hóa,Máy móc phục vụ sản xuất,
,,,4659,,"Bán buôn máy móc, thiết bị và phụ tùng máy khác",,Mua sắm hàng hóa,Máy móc phục vụ sản xuất,
,,,,46591,"Bán buôn máy móc, thiết bị và phụ tùng máy khai khoáng, xây dựng","Cung cấp cần cẩu, Cung cấp máy xúc, Cung cấp máy ủi, Cung cấp xe lu, cung cấp xe san đường, Cung cấp vận thăng, Cung cấp cầu trục",Mua sắm hàng hóa,Máy móc phục vụ sản xuất,
,,,,46592,"Bán buôn máy móc, thiết bị điện, vật liệu điện (máy phát điện, động cơ điện, dây điện và thiết bị khác dùng trong mạch điện)","Dây điện, Cáp điện, Máy biến áp, Cầu chì, Aptomat, thiết bị an toàn điện, Lưu điện, cầu dao, thiết bị phân phối điện, Thiết bị chiếu sáng",Mua sắm hàng hóa,"Máy móc, thiết bị ngành điện
",
,,,,,,"Thiết bị chống sét cho công trình điện, thiết bị bảo vệ điên",Mua sắm hàng hóa,"Máy móc, thiết bị ngành điện
",
,,,,,,"Động cơ điện, máy phát điện, tích điện, pin các loại",Mua sắm hàng hóa,"Máy móc, thiết bị ngành điện
",
,,,,46593,"Bán buôn máy móc, thiết bị và phụ tùng máy dệt, may, da giày","Thiết bị ngành dệt may, phụ tùng ngành dệt may",Mua sắm hàng hóa,Máy móc phục vụ sản xuất,
,,,,46594,"Bán buôn máy móc, thiết bị và phụ tùng máy văn phòng (trừ máy vi tính và thiết bị ngoại vi)",Thiết bị văn phòng,Mua sắm hàng hóa,Máy móc phục vụ sản xuất,
,,,,46595,"Bán buôn máy móc, thiết bị y tế",Y tế,Mua sắm hàng hóa,"Thiết bị, vật tư ngành y tế, thể dục thể thao",
,,,,46599,"Bán buôn máy móc, thiết bị và phụ tùng máy khác chưa được phân vào đâu","Mua bán thiết bị, cung cấp thiết bị",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,466,,,Bán buôn chuyên doanh khác,,,,
,,,4661,,"Bán buôn nhiên liệu rắn, lỏng, khí và các sản phẩm liên quan",,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46611,Bán buôn than đá và nhiên liệu rắn khác,"Cung cấp nhiên liệu, cung cấp than",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46612,Bán buôn dầu thô,Cung cấp nhiên liệu,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46613,Bán buôn xăng dầu và các sản phẩm liên quan,"Cung cấp nhiên liệu, sản phẩm hóa dầu",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46614,Bán buôn khí đốt và các sản phẩm liên quan,"Cung cấp nhiên liệu, sản phẩm hóa dầu",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,4662,,Bán buôn kim loại và quặng kim loại,,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46621,Bán buôn quặng kim loại,Cung cấp nguyên liệu,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46622,"Bán buôn sắt, thép",Cung cấp nguyên liệu,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46623,Bán buôn kim loại khác,Cung cấp nguyên liệu,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46624,"Bán buôn vàng, bạc và kim loại quý khác",Trang sức,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,4663,,"Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng",,,,
,,,,46631,"Bán buôn tre, nứa, gỗ cây và gỗ chế biến","Cung cấp lâm sản, gỗ, tre nứa",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46632,Bán buôn xi măng,"Cung cấp nguyên liệu, xi măng",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46633,"Bán buôn gạch xây, ngói, đá, cát, sỏi","Cung cấp nguyên liệu, gạch xây, gạch đỏ, cát xây, đá dăm, sỏi",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46634,Bán buôn kính xây dựng,"Kính xây dựng, nhôm kính",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46635,"Bán buôn sơn, vécni","Cung cấp nguyên liệu, sơn tường, sơn, vecni",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46636,Bán buôn gạch ốp lát và thiết bị vệ sinh,"Vật liệu xây dựng, gạch ốp lát, thiết bị vệ sinh",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46637,Bán buôn đồ ngũ kim,Cung cấp đồ ngũ kim,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46639,"Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng","Cung cấp vật liệu, thiết bị ",,,
,,,4669,,Bán buôn chuyên doanh khác chưa được phân vào đâu,,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46691,"Bán buôn phân bón, thuốc trừ sâu và hóa chất khác sử dụng trong nông nghiệp","Vật tư nông nghiệp, thuốc trừ sâu, phân hóa học",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46692,Bán buôn hóa chất khác (trừ loại sử dụng trong nông nghiệp),Hóa chất nông nghiệp,Mua sắm hàng hóa,Mua sắm hàng hóa khác,Mua sắm hàng hóa khác
,,,,46693,Bán buôn chất dẻo dạng nguyên sinh,"Hóa chất, chất dẻo",Mua sắm hàng hóa,Mua sắm hàng hóa khác,Mua sắm hàng hóa khác
,,,,46694,Bán buôn cao su,Cao su,Mua sắm hàng hóa,Mua sắm hàng hóa khác,Mua sắm hàng hóa khác
,,,,46695,"Bán buôn tơ, xơ, sợi dệt","Vật tư ngành may mặc, sợi dệt, tơ tằm, lụa, vải xơ",Mua sắm hàng hóa,Mua sắm hàng hóa khác,Mua sắm hàng hóa khác
,,,,46696,Bán buôn phụ liệu may mặc và giày dép,"Vật tư ngành may mặc, da giày",Mua sắm hàng hóa,Mua sắm hàng hóa khác,Mua sắm hàng hóa khác
,,,,46697,"Bán buôn phế liệu, phế thải kim loại, phi kim loại","Phế liệu, phế thải kim loại, phế thải khác",Mua sắm hàng hóa,Mua sắm hàng hóa khác,Mua sắm hàng hóa khác
,,,,46699,Bán buôn chuyên doanh khác còn lại chưa được phân vào đâu,cung cấp hàng hóa,Mua sắm hàng hóa,Mua sắm hàng hóa khác,Mua sắm hàng hóa khác
,,469,4690,46900,Bán buôn tổng hợp,Hàng tổng hợp,Mua sắm hàng hóa,Mua sắm hàng hóa khác,Mua sắm hàng hóa khác
,47,,,,"Bán lẻ (trừ ô tô, mô tô, xe máy và xe có động cơ khác)",,,,
,,471,,,Bán lẻ trong các cửa hàng kinh doanh tổng hợp,,,,
,,,4711,,"Bán lẻ lương thực, thực phẩm, đồ uống, thuốc lá, thuốc lào chiếm tỷ trọng lớn trong các cửa hàng kinh doanh tổng hợp","Hàng tiêu dùng nhanh, lương thực, thực phẩm, đồ uống, thuốc lá",Mua sắm hàng hóa,Mua sắm hàng hóa khác,Mua sắm hàng hóa khác
,,,,47111,Bán lẻ trong siêu thị (Supermarket),"Hàng tiêu dùng nhanh, thực phẩm",Mua sắm hàng hóa,Mua sắm hàng hóa khác,Mua sắm hàng hóa khác
,,,,47112,Bán lẻ trong cửa hàng tiện lợi (Minimarket),"Hàng tiêu dùng nhanh, thực phẩm",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47119,Bán lẻ trong cửa hàng kinh doanh tổng hợp khác,"Hàng tiêu dùng nhanh, thực phẩm",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,4719,,Bán lẻ khác trong các cửa hàng kinh doanh tổng hợp,"Hàng tiêu dùng nhanh, thực phẩm",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47191,Bán lẻ trong siêu thị (Supermarket),"Hàng tiêu dùng nhanh, thực phẩm",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47192,Bán lẻ trong cửa hàng tiện lợi (Minimarket),"Hàng tiêu dùng nhanh, thực phẩm",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47199,Bán lẻ trong cửa hàng kinh doanh tổng hợp khác,"Hàng tiêu dùng nhanh, thực phẩm",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,472,,,"Bán lẻ lương thực, thực phẩm, đồ uống hoặc thuốc lá, thuốc lào trong các cửa hàng chuyên doanh",,,,
,,,4721,47210,Bán lẻ lương thực trong các cửa hàng chuyên doanh,"Hàng tiêu dùng nhanh, thực phẩm",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,4722,,Bán lẻ thực phẩm trong các cửa hàng chuyên doanh,"Hàng tiêu dùng nhanh, thực phẩm",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47221,Bán lẻ thịt và các sản phẩm thịt trong các cửa hàng chuyên doanh,"Hàng tiêu dùng nhanh, thực phẩm",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47222,Bán lẻ thủy sản trong các cửa hàng chuyên doanh,"Hàng tiêu dùng nhanh, thực phẩm",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47223,"Bán lẻ rau, quả trong các cửa hàng chuyên doanh","Hàng tiêu dùng nhanh, thực phẩm",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47224,"Bán lẻ đường, sữa và các sản phẩm sữa, bánh, mứt, kẹo và các sản phẩm chế biến từ ngữ cốc, bột, tinh bột trong các cửa hàng chuyên doanh","Hàng tiêu dùng nhanh, thực phẩm",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47229,Bán lẻ thực phẩm khác trong các cửa hàng chuyên doanh,"Hàng tiêu dùng nhanh, thực phẩm",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,4723,47230,Bán lẻ đồ uống trong các cửa hàng chuyên doanh,"Hàng tiêu dùng nhanh, thực phẩm",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,4724,47240,"Bán lẻ sản phẩm thuốc lá, thuốc lào trong các cửa hàng chuyên doanh","Hàng tiêu dùng nhanh, thực phẩm",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,473,4730,47300,Bán lẻ nhiên liệu động cơ trong các cửa hàng chuyên doanh,"Hàng tiêu dùng nhanh, thực phẩm",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,474,,,Bán lẻ thiết bị công nghệ thông tin liên lạc trong các cửa hàng chuyên doanh,,,,
,,,4741,,"Bán lẻ máy vi tính, thiết bị ngoại vi, phần mềm và thiết bị viễn thông trong các cửa hàng chuyên doanh","Thiết bị văn phòng, máy vi tính, phần mềm, thiết bị viễn thông",Mua sắm hàng hóa,"Thiết bị điện tử, viễn thông, công nghệ thông tin",
,,,,47411,"Bán lẻ máy vi tính, thiết bị ngoại vi, phần mềm trong các cửa hàng chuyên doanh","Thiết bị văn phòng, máy vi tính, phần mềm, thiết bị viễn thông",Mua sắm hàng hóa,"Thiết bị điện tử, viễn thông, công nghệ thông tin",
,,,,47412,Bán lẻ thiết bị viễn thông trong các cửa hàng chuyên doanh,Thiết bị viễn thông,Mua sắm hàng hóa,"Thiết bị điện tử, viễn thông, công nghệ thông tin",
,,,4742,47420,Bán lẻ thiết bị nghe nhìn trong các cửa hàng chuyên doanh,Thiết bị nghe nhìn,Mua sắm hàng hóa,"Thiết bị điện tử, viễn thông, công nghệ thông tin",
,,475,,,Bán lẻ thiết bị gia đình khác trong các cửa hàng chuyên doanh,,,,
,,,4751,,"Bán lẻ vải, len, sợi, chỉ khâu và hàng dệt khác trong các cửa hàng chuyên doanh",,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47511,Bán lẻ vải trong các cửa hàng chuyên doanh,"Thời trang, vải",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47519,"Bán lẻ len, sợi, chỉ khâu và hàng dệt khác trong các cửa hàng chuyên doanh","Thời trang, len, sợi, phụ kiện may mặc",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,4752,,"Bán lẻ đồ ngũ kim, sơn, kính và thiết bị lắp đặt khác trong xây dựng trong các cửa hàng chuyên doanh",,,,
,,,,47521,Bán lẻ đồ ngũ kim trong các cửa hàng chuyên doanh,Hàng tiêu dùng; đồ ngũ kim,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47522,"Bán lẻ sơn, màu, véc ni trong các cửa hàng chuyên doanh","Hàng tiêu dùng; sơn màu, véc ni",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47523,Bán lẻ kính xây dựng trong các cửa hàng chuyên doanh,"Kính xây dựng, nhôm kính",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47524,"Bán lẻ xi măng, gạch xây, ngói, đá, cát sỏi, sắt thép và vật liệu xây dựng khác trong các cửa hàng chuyên doanh","Vật liệu xây dựng; xi măng, gạch xây, ngói, đá, cát sỏi, sắt thép",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47525,"Bán lẻ gạch ốp lát, thiết bị vệ sinh trong các cửa hàng chuyên doanh","Vật liệu xây dựng, thiết bị vệ sinh",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47529,Bán lẻ thiết bị lắp đặt khác trong xây dựng trong các cửa hàng chuyên doanh,Vật liệu xây dựng,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,4753,47530,"Bán lẻ thảm, đệm, chăn, màn, rèm, vật liệu phủ tường và sàn trong các cửa hàng chuyên doanh","Hàng tiêu dùng; thảm, đệm, chăn, màn, rèm",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,4759,,"Bán lẻ đồ điện gia dụng, giường, tủ, bàn, ghế và đồ nội thất tương tự, đèn và bộ đèn điện, đồ dùng gia đình khác chưa được phân vào đâu trong các cửa hàng chuyên doanh",,,,
,,,,47591,"Bán lẻ đồ điện gia dụng, đèn và bộ đèn điện trong các cửa hàng chuyên doanh",Hàng tiêu dùng; đèn; bộ đèn,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47592,"Bán lẻ giường, tủ, bàn, ghế và đồ dùng nội thất tương tự trong các cửa hàng chuyên doanh","Thiết bị nội thất, nội thất; giường, tủ, bàn, ghế , đồ dùng nội thất",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47593,"Bán lẻ đồ dùng gia đình bằng gốm, sứ, thủy tinh trong các cửa hàng chuyên doanh","Hàng tiêu dùng; gốm, sứ, thủy tinh",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47594,Bán lẻ nhạc cụ trong các cửa hàng chuyên doanh,Hàng tiêu dùng,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47599,Bán lẻ đồ dùng gia đình khác còn lại chưa được phân vào đâu trong các cửa hàng chuyên doanh,Hàng tiêu dùng,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,476,,,"Bán lẻ hàng văn hóa, giải trí trong các cửa hàng chuyên doanh",,,,
,,,4761,47610,"Bán lẻ sách, báo, tạp chí văn phòng phẩm trong các cửa hàng chuyên doanh","Văn phòng phẩm; sách, báo, tạp chí, văn phòng phẩm ",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,4762,47620,"Bán lẻ băng đĩa âm thanh, hình ảnh (kể cả băng, đĩa trắng) trong các cửa hàng chuyên doanh",Văn phòng phẩm; băng đĩa âm thanh,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,4763,47630,"Bán lẻ thiết bị, dụng cụ thể dục, thể thao trong các cửa hàng chuyên doanh",Hàng tiêu dùng,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,4764,47640,"Bán lẻ trò chơi, đồ chơi trong các cửa hàng chuyên doanh","Hàng tiêu dùng, trò chơi, đồ chơi",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,477,,,Bán lẻ hàng hóa khác trong các cửa hàng chuyên doanh,,,,
,,,4771,,"Bán lẻ hàng may mặc, giày dép, hàng da và giả da trong các cửa hàng chuyên doanh",,,,
,,,,47711,Bán lẻ hàng may mặc trong các cửa hàng chuyên doanh,Thời trang,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47712,Bán lẻ giày dép trong các cửa hàng chuyên doanh,"Thời trang, giày dép",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47713,"Bán lẻ cặp, túi, ví, hàng da và giả da khác trong các cửa hàng chuyên doanh",Thời trang,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,4772,,"Bán lẻ thuốc, dụng cụ y tế, mỹ phẩm và vật phẩm vệ sinh trong các cửa hàng chuyên doanh","Hàng tiêu dùng, thuốc và dụng cụ y tế, hóa chất môi trường",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47721,"Bán lẻ dược phẩm, dụng cụ y tế trong các cửa hàng chuyên doanh","Hàng tiêu dùng, thuốc và dụng cụ y tế",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47722,"Bán lẻ nước hoa, mỹ phẩm và vật phẩm vệ sinh trong các cửa hàng chuyên doanh",Hàng tiêu dùng,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47723,"Bán thuốc đông y, bán thuốc nam trong các cửa hàng chuyên doanh","Thuốc đông y, thuốc nam",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,4773,,Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh,,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47731,"Bán lẻ hoa, cây cảnh, cá cảnh, chim cảnh, vật nuôi cảnh trong các cửa hàng chuyên doanh",Trang trí,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47732,"Bán lẻ vàng, bạc, đá quý và đá bán quý, đồ trang sức trong các cửa hàng chuyên doanh",Trang sức,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47733,"Bán lẻ hàng lưu niệm, hàng đan lát, hàng thủ công mỹ nghệ trong các cửa hàng chuyên doanh",Hàng thủ công mỹ nghệ,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47734,"Bán lẻ tranh, ảnh và các tác phẩm nghệ thuật khác (trừ đồ cổ) trong các cửa hàng chuyên doanh","Tranh nghệ thuật, ảnh",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47735,"Bán lẻ dầu hoả, gas, than nhiên liệu dùng cho gia đình trong các cửa hàng chuyên doanh","Nhiên liệu, chất đốt",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47736,"Bán lẻ đồng hồ, kính mắt trong các cửa hàng chuyên doanh","Hàng tiêu dùng nhanh, đồng hồ, kính mắt",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47737,"Bán lẻ máy ảnh, phim ảnh và vật liệu ảnh trong các cửa hàng chuyên doanh","Hàng tiêu dùng nhanh, máy ảnh, chụp ảnh",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47738,Bán lẻ xe đạp và phụ tùng trong các cửa hàng chuyên doanh,"Hàng tiêu dùng nhanh, xe đạp",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47739,Bán lẻ hàng hóa khác mới chưa được phân vào đâu trong các cửa hàng chuyên doanh,Hàng tiêu dùng nhanh,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,4774,,Bán lẻ hàng hóa đã qua sử dụng trong các cửa hàng chuyên doanh,,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47741,Bán lẻ hàng may mặc đã qua sử dụng trong các cửa hàng chuyên doanh,"Thời trang, quần áo cũ",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47749,Bán lẻ hàng hóa khác đã qua sử dụng trong các cửa hàng chuyên doanh,Hàng tiêu dùng nhanh,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,478,,,Bán lẻ lưu động hoặc bán tại chợ,,,,
,,,4781,,"Bán lẻ lương thực, thực phẩm, đồ uống, thuốc lá, thuốc lào lưu động hoặc tại chợ",Hàng tiêu dùng nhanh,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47811,Bán lẻ lương thực lưu động hoặc tại chợ,Hàng tiêu dùng nhanh,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47812,"Bán lẻ thực phẩm khô, thực phẩm công nghiệp, đường sữa bánh kẹo lưu động hoặc tại chợ","Hàng tiêu dùng nhanh, thực phẩm",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47813,Bán lẻ đồ uống lưu động hoặc tại chợ,Hàng tiêu dùng nhanh,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47814,"Bán lẻ sản phẩm thuốc lá, thuốc lào lưu động hoặc tại chợ",Hàng tiêu dùng nhanh,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47815,"Bán lẻ thịt gia súc, gia cầm tươi sống, đông lạnh lưu động hoặc tại chợ","Hàng tiêu dùng nhanh, thực phẩm",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47816,"Bán lẻ thủy sản tươi sống, đông lạnh lưu động hoặc tại chợ","Hàng tiêu dùng nhanh, thực phẩm",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47817,Bán lẻ rau quả lưu động hoặc tại chợ,"Hàng tiêu dùng nhanh, rau quả",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,47818,Bán lẻ thực phẩm chín lưu động hoặc tại chợ,"Thực phẩm chín, thực phẩm ",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
